DETAILED RESULTS FOR LLAMA3.2
================================================================================

MCQ EVALUATION RESULTS
--------------------------------------------------

Dataset: CVE
  Total questions: 2000
  Correct answers: 450
  Incorrect answers: 1550
  Accuracy: 22.50%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  369        A               C              
  373        A               B              
  375        A               B              
  376        A               C              
  378        D               A              
  380        A               B              
  383        A               D              
  386        A               D              
  387        A               D              
  388        D               C              
  390        A               D              
  391        A               C              
  392        A               B              
  393        A               C              
  395        A               C              
  397        A               B              
  398        A               B              
  399        A               C              
  400        A               D              
  401        D               C              
  402        C               D              
  403        C               D              
  404        C               B              
  405        B               C              
  406        C               B              
  407        A               B              
  408        A               C              
  409        B               C              
  410        A               B              
  412        B               D              
  413        A               C              
  414        C               A              
  415        A               B              
  418        B               D              
  419        A               B              
  420        D               C              
  421        A               B              
  422        B               C              
  424        A               C              
  425        A               C              
  426        C               B              
  428        A               C              
  429        A               B              
  431        A               C              
  432        A               B              
  434        A               C              
  435        A               D              
  436        D               C              
  437        A               D              
  439        A               D              
  440        A               B              
  441        A               C              
  442        A               B              
  444        A               B              
  445        A               B              
  446        A               D              
  448        A               C              
  449        A               B              
  450        A               B              
  451        A               C              
  453        A               B              
  454        A               C              
  457        A               B              
  458        A               D              
  459        A               C              
  461        A               B              
  462        A               C              
  464        A               D              
  465        A               C              
  466        A               C              
  467        A               B              
  473        A               C              
  474        A               C              
  475        A               C              
  477        A               D              
  478        D               A              
  480        A               B              
  481        A               C              
  482        A               B              
  483        A               D              
  484        A               C              
  486        A               B              
  487        A               C              
  489        A               D              
  491        A               B              
  492        A               B              
  493        A               D              
  494        A               B              
  497        A               C              
  498        A               C              

--------------------------------------------------

Dataset: CVE→Metasploit
  Total questions: 500
  Correct answers: 316
  Incorrect answers: 184
  Accuracy: 63.20%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  2          B               A              
  4          A               C              
  5          D               C              
  6          C               A              
  11         C               A              
  12         B               A              
  13         C               A              
  17         A               C              
  18         B               A              
  23         D               A              
  24         C               A              
  26         A               C              
  27         A               C              
  28         B               A              
  33         C               B              
  34         C               A              
  35         B               C              
  36         B               C              
  38         B               D              
  39         B               D              
  41         C               B              
  43         B               C              
  44         A               B              
  46         B               A              
  48         B               A              
  50         B               A              
  51         A               C              
  53         A               C              
  54         A               D              
  56         C               B              
  57         B               A              
  58         A               C              
  59         C               B              
  60         A               B              
  61         B               C              
  62         C               B              
  65         B               A              
  66         A               C              
  68         B               A              
  69         B               D              
  77         A               C              
  78         B               A              
  79         A               C              
  80         A               B              
  84         A               B              
  85         A               B              
  88         B               D              
  90         B               A              
  91         A               B              
  93         B               C              
  95         A               D              
  102        B               A              
  104        A               C              
  105        B               C              
  106        B               A              
  110        B               D              
  111        A               D              
  112        C               A              
  113        A               C              
  115        A               B              
  116        B               C              
  117        B               A              
  119        C               A              
  120        A               C              
  123        B               C              
  127        A               D              
  129        A               B              
  130        A               C              
  131        A               B              
  134        A               C              
  138        A               B              
  142        A               B              
  143        B               D              
  145        A               C              
  149        A               C              
  150        A               B              
  152        A               B              
  157        A               B              
  160        A               B              
  164        A               C              
  167        A               B              
  172        A               D              
  173        A               B              
  176        A               C              
  180        A               D              
  182        A               D              
  188        A               D              
  190        A               D              
  192        A               B              
  195        A               D              
  197        A               C              
  199        A               B              
  201        A               B              
  203        A               C              
  208        A               B              
  211        A               B              
  212        A               B              
  213        A               D              
  215        A               B              
  217        A               C              
  219        A               C              
  222        A               D              
  225        A               C              
  233        A               C              
  237        A               C              
  241        A               C              
  243        A               D              
  244        A               C              
  248        A               B              
  249        A               C              
  250        A               C              
  252        A               B              
  258        A               D              
  267        A               D              
  271        A               C              
  275        A               C              
  277        A               D              
  280        A               C              
  285        A               C              
  292        A               D              
  300        A               B              
  302        A               C              
  307        A               B              
  309        A               D              
  312        B               A              
  313        A               D              
  316        A               B              
  318        A               B              
  321        A               C              
  322        A               C              
  323        A               D              
  331        A               C              
  333        A               B              
  336        A               B              
  338        A               B              
  340        A               B              
  341        A               B              
  342        A               D              
  344        A               D              
  347        B               A              
  350        B               A              
  355        A               D              
  357        A               B              
  358        A               C              
  360        A               B              
  361        A               C              
  369        A               C              
  376        A               D              
  383        A               D              
  392        A               C              
  393        A               B              
  395        A               C              
  396        A               B              
  397        A               C              
  401        B               A              
  403        A               D              
  404        A               B              
  405        B               A              
  407        B               D              
  410        A               C              
  412        D               B              
  415        A               B              
  416        C               B              
  419        B               A              
  422        A               B              
  426        C               A              
  427        A               B              
  429        A               C              
  431        C               B              
  441        A               C              
  444        A               C              
  446        A               C              
  449        A               B              
  451        B               A              
  452        A               D              
  456        B               A              
  474        A               C              
  476        A               C              
  479        A               C              
  480        A               B              
  481        A               B              
  485        A               C              
  494        A               D              
  495        A               D              

--------------------------------------------------

Dataset: CEH
  Total questions: 125
  Correct answers: 120
  Incorrect answers: 5
  Accuracy: 96.00%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  37         A               C              
  60         A               C              
  68         A               C              
  78         A               C              
  87         A               B              

--------------------------------------------------

CVSS EVALUATION RESULTS
--------------------------------------------------

Total CVSS entries: 2000

Severity Classification:
  Misclassifications: 634 (68.30% accuracy)

  Top 10 Severity Mismatches:
  Entry      Ground Truth Model Prediction  
  ----------------------------------------
  A3         Critical   High              
  A4         Critical   High              
  A5         Critical   High              
  A6         Critical   High              
  A7         Critical   High              
  A8         Critical   High              
  A9         Critical   High              
  A10        Critical   High              
  A11        Critical   High              
  A12        Critical   High              

CVSS Vector Analysis:
  Exact mismatches: 1986 (0.70% accuracy)
  Average Levenshtein distance: 8.81

  Top 10 Vectors by Distance:
  Entry: A538, Distance: 44
    GT:   CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
    Pred: 

  Entry: A903, Distance: 28
    GT:   CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H/E:P/RL:X/RC:X
    Pred: CVSS:3.1/L/PR:H/UI:N/S:C/I:H/A:L

  Entry: A1238, Distance: 25
    GT:   CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:N/Ac:L/UI:N/S:C/I:H/A:H

  Entry: A567, Distance: 24
    GT:   CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:N/Ac:L/UI:N/S:C/I:H/A:H

  Entry: A799, Distance: 24
    GT:   CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:L/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:P/AC:H/PR:H/UI:N/S:C/I:N/A:N

  Entry: A905, Distance: 24
    GT:   CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/I:N/A:N

  Entry: A963, Distance: 24
    GT:   CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/I:N/A:N

  Entry: A974, Distance: 24
    GT:   CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/I:N/A:N

  Entry: A1043, Distance: 24
    GT:   CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/I:N/A:N

  Entry: A1137, Distance: 24
    GT:   CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:N/Accepted/L/UI:R/S:C/C:H/I:H/A:H


CVSS Score Analysis:
  RMSE: 1.4824

  Top 10 Score Deviations:
  Entry: A466, Error: 8.80
    GT: 8.8, Pred: 0.0

  Entry: A538, Error: 8.80
    GT: 8.8, Pred: 0.0

  Entry: A341, Error: 5.80
    GT: 9.1, Pred: 3.3

  Entry: A54, Error: 5.70
    GT: 10.0, Pred: 4.3

  Entry: A378, Error: 4.70
    GT: 9.0, Pred: 4.3

  Entry: A385, Error: 4.60
    GT: 8.9, Pred: 4.3

  Entry: A5, Error: 3.60
    GT: 10.0, Pred: 6.4

  Entry: A18, Error: 3.60
    GT: 10.0, Pred: 6.4

  Entry: A28, Error: 3.60
    GT: 10.0, Pred: 6.4

  Entry: A41, Error: 3.60
    GT: 10.0, Pred: 6.4

