DETAILED RESULTS FOR GEMMA2
================================================================================

MCQ EVALUATION RESULTS
--------------------------------------------------

Dataset: CVE
  Total questions: 2000
  Correct answers: 445
  Incorrect answers: 1555
  Accuracy: 22.25%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  96         C               A              
  102        B               A              
  104        A               C              
  105        B               C              
  106        B               A              
  110        B               C              
  111        A               D              
  114        A               D              
  115        A               C              
  116        B               C              
  117        B               C              
  119        C               A              
  120        A               C              
  123        B               C              
  126        A               C              
  128        A               C              
  129        A               D              
  130        A               C              
  132        A               C              
  133        A               D              
  134        A               C              
  135        A               B              
  141        A               C              
  142        A               C              
  143        B               D              
  145        A               D              
  147        A               B              
  149        A               C              
  150        A               B              
  151        A               C              
  152        A               C              
  153        A               C              
  155        A               C              
  157        A               D              
  160        A               B              
  161        A               C              
  162        A               D              
  164        A               C              
  166        A               C              
  167        A               C              
  168        A               B              
  171        A               C              
  172        A               D              
  176        A               D              
  177        A               C              
  179        A               D              
  181        A               B              
  182        A               C              
  184        A               C              
  186        A               C              
  187        A               C              
  188        A               D              
  190        A               D              
  192        A               B              
  193        A               C              
  194        A               D              
  195        A               D              
  196        A               D              
  197        A               C              
  198        A               B              
  199        A               B              
  201        A               C              
  203        A               C              
  206        A               D              
  208        A               C              
  210        A               C              
  211        A               C              
  212        A               B              
  213        A               C              
  216        A               B              
  217        A               C              
  219        A               C              
  220        A               C              
  222        A               D              
  224        A               C              
  225        A               C              
  226        A               C              
  229        A               D              
  230        A               C              
  232        A               D              
  233        A               B              
  237        A               C              
  238        A               B              
  240        A               C              
  241        A               C              
  244        A               B              
  245        A               C              
  248        A               C              
  249        A               D              
  254        A               B              
  256        A               C              
  259        A               D              
  261        A               C              
  262        A               C              
  265        A               C              
  267        A               C              
  269        A               C              
  271        A               C              
  274        A               C              
  275        A               C              
  276        A               D              
  278        A               C              
  280        A               C              
  282        A               C              
  283        A               C              
  285        A               C              
  286        A               B              
  287        A               D              
  289        A               C              
  290        A               B              
  292        A               C              
  296        A               C              
  298        A               C              
  300        A               C              
  302        A               C              
  303        A               C              
  306        A               C              
  307        A               C              
  309        A               C              
  311        A               C              
  312        B               A              
  313        A               C              
  314        A               D              
  315        A               C              
  318        A               C              
  320        A               C              
  321        A               C              
  322        A               C              
  326        A               C              
  328        A               B              
  330        A               B              
  331        A               D              
  332        A               C              
  334        A               B              
  336        A               C              
  338        A               C              
  339        A               D              
  341        A               C              
  342        A               C              
  343        A               C              
  344        A               B              
  346        A               D              
  347        B               C              
  350        B               A              
  351        A               C              
  353        A               C              
  359        A               C              
  360        A               B              
  361        A               C              
  362        A               C              
  363        A               D              
  364        A               C              
  365        A               C              
  366        A               C              
  368        A               C              
  369        A               B              
  373        A               C              
  374        A               C              
  376        A               C              
  378        A               B              
  379        A               C              
  380        A               C              
  382        A               D              
  383        A               C              
  385        A               B              
  386        A               B              
  392        A               C              
  393        A               C              
  395        A               C              
  396        A               C              
  397        A               C              
  400        A               C              
  401        B               D              
  402        C               B              
  403        A               D              
  404        A               C              
  405        B               C              
  407        B               C              
  408        C               D              
  409        A               C              
  410        A               C              
  411        A               B              
  412        D               A              
  413        A               D              
  414        A               C              
  415        A               D              
  416        C               B              
  419        B               A              
  423        A               C              
  424        B               C              
  427        A               C              
  429        A               C              
  431        C               A              
  435        A               B              
  438        A               B              
  440        A               C              
  444        A               D              
  446        A               C              
  448        A               C              
  449        A               C              
  450        A               C              
  451        B               C              
  453        A               B              
  454        A               C              
  456        B               C              
  457        A               D              
  461        A               B              
  467        A               C              
  468        A               C              
  471        A               C              
  472        A               C              
  474        A               C              
  477        A               C              
  478        A               C              
  479        A               B              
  481        A               B              
  485        A               C              
  487        A               C              
  492        A               C              
  494        A               C              
  497        A               C              
  499        A               B              

--------------------------------------------------

Dataset: CEH
  Total questions: 125
  Correct answers: 111
  Incorrect answers: 14
  Accuracy: 88.80%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  26         A               D              
  44         A               D              
  58         A               C              
  60         A               C              
  67         A               C              
  83         A               C              
  87         A               B              
  89         A               C              
  95         A               B              
  102        A               D              
  104        A               C              
  107        A               B              
  114        A               C              
  122        A               D              

--------------------------------------------------

CVSS EVALUATION RESULTS
--------------------------------------------------

Total CVSS entries: 2000

Severity Classification:
  Misclassifications: 975 (51.25% accuracy)

  Top 10 Severity Mismatches:
  Entry      Ground Truth Model Prediction  
  ----------------------------------------
  A4         Critical   High              
  A5         Critical   High              
  A6         Critical   High              
  A7         Critical   High              
  A8         Critical   High              
  A9         Critical   High              
  A17        Critical   High              
  A20        Critical   High              
  A26        Critical   High              
  A33        Critical   High              

CVSS Vector Analysis:
  Exact mismatches: 1993 (0.35% accuracy)
  Average Levenshtein distance: 6.00

  Top 10 Vectors by Distance:
  Entry: A1015, Distance: 27
    GT:   CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV=N/AC=H/PR=H/UI=R/S=C/C=H/I=H/A=H

  Entry: A1974, Distance: 27
    GT:   CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV=N/AC=H/PR=H/UI=R/S=C/C=H/I=H/A=H

  Entry: A914, Distance: 26
    GT:   CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:P/RL:U/RC:C
    Pred: CVSS:3.1/AV=L/AC=H/PR=H/UI=R/S=C/C=H/I=H/A=H

  Entry: A883, Distance: 25
    GT:   CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV=N/AC=H/PR=H/UI=R/S=C/C=H/I=H/A=H

  Entry: A670, Distance: 24
    GT:   CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV=N/AC=H/PR=H/UI=R/S=C/C=H/I=H/A=H

  Entry: A2000, Distance: 21
    GT:   CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:H/A:H
    Pred: CVSS:3.1/AV/L/PR/N/S/H/I/H

  Entry: A157, Distance: 20
    GT:   CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
    Pred: CVSS:3.1/AV/L/PR/R/S/H/I/N

  Entry: A384, Distance: 20
    GT:   CVSS:3.1/AC:H/AV:N/A:H/C:H/I:H/PR:N/S:C/UI:N
    Pred: CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:C/C:H/I:H/A:H

  Entry: A461, Distance: 20
    GT:   CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
    Pred: CVSS:3.1/AV/L/PR/R/S/H/I/N

  Entry: A463, Distance: 20
    GT:   CVSS:3.1/AC:L/AV:N/A:H/C:H/I:H/PR:N/S:U/UI:R
    Pred: CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H


CVSS Score Analysis:
  RMSE: 1.2327

  Top 10 Score Deviations:
  Entry: A1973, Error: 3.20
    GT: 6.8, Pred: 10.0

  Entry: A1974, Error: 3.00
    GT: 6.8, Pred: 9.8

  Entry: A1976, Error: 3.00
    GT: 6.8, Pred: 9.8

  Entry: A1981, Error: 3.00
    GT: 6.8, Pred: 9.8

  Entry: A1983, Error: 3.00
    GT: 6.8, Pred: 9.8

  Entry: A1985, Error: 3.00
    GT: 6.8, Pred: 9.8

  Entry: A1988, Error: 3.00
    GT: 6.8, Pred: 9.8

  Entry: A1990, Error: 3.00
    GT: 6.8, Pred: 9.8

  Entry: A1991, Error: 3.00
    GT: 6.8, Pred: 9.8

  Entry: A1995, Error: 3.00
    GT: 6.8, Pred: 9.8

