DETAILED RESULTS FOR QWEN2.5
================================================================================

MCQ EVALUATION RESULTS
--------------------------------------------------

Dataset: CVE
  Total questions: 2000
  Correct answers: 509
  Incorrect answers: 1491
  Accuracy: 25.45%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  453        A               B              
  456        B               A              
  463        A               B              
  464        A               D              
  468        A               C              
  473        A               C              
  484        A               D              
  485        A               B              
  487        A               B              
  488        A               D              
  492        A               C              
  494        A               C              
  497        A               C              

--------------------------------------------------

Dataset: CEH
  Total questions: 125
  Correct answers: 122
  Incorrect answers: 3
  Accuracy: 97.60%

  Incorrect Answers:
  Question   Ground Truth    Model Answer   
  ----------------------------------------
  26         A               D              
  58         A               C              
  87         A               B              

--------------------------------------------------

CVSS EVALUATION RESULTS
--------------------------------------------------

Total CVSS entries: 2000

Severity Classification:
  Misclassifications: 1952 (2.40% accuracy)

  Top 10 Severity Mismatches:
  Entry      Ground Truth Model Prediction  
  ----------------------------------------
  A1         Critical                     
  A2         Critical   Medium            
  A3         Critical                     
  A4         Critical   Medium            
  A5         Critical   Medium            
  A6         Critical   Medium            
  A7         Critical   Medium            
  A8         Critical                     
  A9         Critical                     
  A10        Critical   Medium            

CVSS Vector Analysis:
  Exact mismatches: 1965 (1.75% accuracy)
  Average Levenshtein distance: 5.83

  Top 10 Vectors by Distance:
  Entry: A883, Distance: 21
    GT:   CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L

  Entry: A1, Distance: 20
    GT:   CVSS:3.1/AC:L/AV:N/A:H/C:H/I:H/PR:N/S:C/UI:N
    Pred: CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H

  Entry: A94, Distance: 20
    GT:   CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C
    Pred: CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:L

  Entry: A145, Distance: 20
    GT:   CVSS:3.1/AC:L/AV:N/A:H/C:H/I:H/PR:N/S:U/UI:N
    Pred: CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H

  Entry: A384, Distance: 20
    GT:   CVSS:3.1/AC:H/AV:N/A:H/C:H/I:H/PR:N/S:C/UI:N
    Pred: CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L

  Entry: A389, Distance: 20
    GT:   CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L

  Entry: A392, Distance: 20
    GT:   CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L

  Entry: A393, Distance: 20
    GT:   CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L

  Entry: A399, Distance: 20
    GT:   CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L

  Entry: A406, Distance: 20
    GT:   CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C
    Pred: CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:L


CVSS Score Analysis:
  RMSE: 3.4675

  Top 10 Score Deviations:
  Entry: A5, Error: 5.80
    GT: 10.0, Pred: 4.2

  Entry: A6, Error: 5.80
    GT: 10.0, Pred: 4.2

  Entry: A7, Error: 5.80
    GT: 10.0, Pred: 4.2

  Entry: A11, Error: 5.80
    GT: 10.0, Pred: 4.2

  Entry: A13, Error: 5.80
    GT: 10.0, Pred: 4.2

  Entry: A14, Error: 5.80
    GT: 10.0, Pred: 4.2

  Entry: A17, Error: 5.80
    GT: 10.0, Pred: 4.2

  Entry: A18, Error: 5.80
    GT: 10.0, Pred: 4.2

  Entry: A20, Error: 5.80
    GT: 10.0, Pred: 4.2

  Entry: A25, Error: 5.80
    GT: 10.0, Pred: 4.2

